Date,Assigned to,Newspaper,Link,Section,Key Words,Opinion adm,Opinion CDC,Briefly observation,Abstractor,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/business/coronavirus-food-shortages.html?searchResultPosition=29,Business,"empty grocery shelves, hoarding",Nada,Nada,"“There is food being produced. There is food in warehouses,” said Julie Anna Potts, chief executive of the North American Meat Institute, a trade group for beef, pork and turkey packers and producers. “There is plenty of food in the country.”",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/world/europe/johnson-virus-britain.html?searchResultPosition=30,Europe,"dissonance, mixed messages",1,Nada,Epidemiologists said the strategy of delaying widespread shutdowns became more difficult to sustain once the country’s testing program fell behind the spread of the virus. That left Mr. Johnson’s scientific advisers in the dark about whether there were more localized outbreaks and how many undetected cases existed.,,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/arts/box-office-bloodshot.html?searchResultPosition=31,Arts,cinemas 50% capacity,Nada,Nada,"It was the worst period for movie theaters in two decades, according to Comscore, which compiles box office data. ",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/nyregion/cornell-university-coronavirus.html?searchResultPosition=32,New York,"College suspend classes, sense of loss",Nada,Nada,"It was the worst period for movie theaters in two decades, according to Comscore, which compiles box office data. ",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/sports/soccer/soccer-mexico-coronavirus.html?searchResultPosition=33,Soccer,"Mexico full soccer schedule, moderate measures, turism",1,Nada,"The López Obrador government’s measured approach to battling the coronavirus played out this weekend in a full soccer schedule and a crowded music festival. “Yes, there’s worry,” one fan said, “but you have to have fun.”",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/opinion/surprise-billing-coronavirus-.html?searchResultPosition=34,Opinion,"medical bills, chaos",-1,Nada,"We need more than gauzy commitments from the president. We need a law to ban bills incurred from out-of-network providers for medical care associated with the coronavirus outbreak. Unless that commitment is ironclad, people may not believe it. And if they don’t believe it, they won’t get tested.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/us/politics/ny-voting-coronavirus.html?searchResultPosition=35,Politics,Delay states primaries,Nada,0,"In the past few days, elections officials around the country have been considering various changes in their elections schedules to prevent the spread of the coronavirus, with several others believed to be considering a delay or moving to mail-in balloting.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/smarter-living/wirecutter/5-ways-to-help-during-coronavirus-while-social-distancing.html?searchResultPosition=36,Wirecutter,Community,Nada,0,,,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/business/media/movie-theaters-coronavirus.html?searchResultPosition=37,Media,"bankruptcy, streaming",Nada,Nada,"With the masses staying at home, ticket sales dropped precipitously over the weekend",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/world/europe/coronavirus-france-lockdown.html?searchResultPosition=38,Europe,"partial lockdown, open-air market ",Nada,Nada,"France was adapting in its own version of the European lockdown. Food shopping, near-sacred, and food preparation were other matters. It was no coincidence that the government had authorized places of worship and food markets to remain open.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/business/economy/federal-reserve-coronavirus.html?searchResultPosition=39,Economy,"Federal reserve, interest rates near zero",-1,0,"the Federal Reserve on Sunday night took the dramatic step of slashing interest rates to near-zero and unveiled a sweeping set of programs in an effort backstop the United States economy. In addition to cutting its benchmark interest rate by a full percentage point, returning it to a range of 0 to 0.25 percent, the Fed said it would inject huge sums into the economy by snapping up at least $500 billion of Treasury securities and at least $200 billion of mortgage-backed debt “over coming months.”",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/us/coronavirus-puerto-rico.html?searchResultPosition=40,U.S,"shutdown, fines, jail",Nada,Nada,"Chiding Puerto Ricans for failing to heed warnings to stay home and observe social distancing, Gov. Wanda Vázquez signed an executive order instituting a two-week closure for the majority of businesses on the island",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/nyregion/nyc-schools-closed.html?searchResultPosition=41,New York,Public school close,Nada,Nada,"“This is not something in a million years I could have imagined having to do,” Mayor Bill de Blasio, appearing visibly distraught, said on Sunday, adding that it was an “extraordinarily painful” moment for city schools.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/world/europe/spain-coronavirus.html?searchResultPosition=42,Europe,"Empty streets, public health, freedom",Nada,Nada,"Spain — like Italy and France to varying degrees — is now on lockdown, struggling to contain a virus that already seems out of control, with about 8,000 people infected and almost 300 dead.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/business/stock-market-today-coronavirus.html?searchResultPosition=43,Business,"Unsteady, uneasy, pessimism",Nada,Nada,"“The coronavirus outbreak has harmed communities and disrupted economic activity in many countries, including the United States,” the central bank said in a statement on Sunday. “The Federal Reserve is prepared to use its full range of tools to support the flow of credit to households and businesses.”",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/us/stay-home-go-out-coronavirus.html?searchResultPosition=44,U.S,"contradictions, go out , stay home, republicans, public health",-1,1,"“There’s a lot of concerns with the economy here because people are scared to go out,” he said. “But I will just say, one of the things you can do is, if you’re healthy, you and your family, it’s a great time to just go out, go to a local restaurant (Devin Nunes, Republican).",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/us/politics/trump-flynn-pardon.html?searchResultPosition=45,Politics,"pardon, FBI",-1,Nada,"President Trump announced on Sunday that he was “strongly considering” a pardon for his former national security adviser, Michael T. Flynn.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/business/media/coronavirus-facebook-twitter-social-media.html?searchResultPosition=46,Media,"social media, falsehood, missinformation, policies and algorithmic ",-1,0,"“When you’re dealing with a pandemic, a lot of the stuff we’re seeing just crossed the threshold,” Mr. Zuckerberg said. “So it’s easier to set policies that are a little more black and white and take a much harder line.”",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/us/coronavirus-physicians-emergency-rooms.html?searchResultPosition=47,U.S,"front-line medical workers, vulnerability, shortage of N-95",Nada,Nada,"Emergency rooms represent a busy intake point for hospitals, where patients come in with symptoms but no diagnosis. As the coronavirus spreads during the typical flu season, emergency physicians are triaging large numbers of patients around the country with symptoms that could be the virus.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/opinion/trump-coronavirus.html?searchResultPosition=48,Opinion,"underestimate, lax",-1,1,"President Trump put almost no priority on public health. Trump’s priorities were different: Making the virus sound like a minor nuisance. Exaggerating his administration’s response. Blaming foreigners and, anachronistically, the Obama administration. Claiming incorrectly that the situation was improving. Trying to cheer up stock market investors. ",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/world/europe/cornonavirus-vaccine-us-germany.html?searchResultPosition=49,Europe,"speculations, health crisis, national security",-1,Nada,"The Trump administration attempted to persuade a German firm developing a possible vaccine for coronavirus to move its research work to the United States, German officials said, raising fears in Berlin that President Trump was trying to assure that any inoculation would be available first, and perhaps exclusively, in the United States.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/sports/basketball/danilo-gallinari-italy.html?searchResultPosition=50,N.B.A,"N.B.A suspend operations, italian player",Nada,Nada,,,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/opinion/sports-coronavirus.html?searchResultPosition=52,Opinion,"sports fans, framework for life, suspended seasons",Nada,Nada,"Hitting the pause button on sports was, of course, the right decision. Limiting public gatherings like sporting events is critical to slowing the spread of the virus. Sports aren’t just unnecessary now; they’re an active harm.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/smarter-living/corona-stock-market-tips-dealing-with-financial-crash-crisis.html?searchResultPosition=54,Smarter Living,"millennials, financial crisis",Nada,Nada,A generation of investors is experiencing its first genuine financial crisis.,,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/opinion/coronavirus-trump-leadership.html?searchResultPosition=55,Opinion,"crisis, lack of leadership, lout",-1,Nada,"Trump, the supposed leader of the country, wasted precious time — weeks and weeks — telling the American public just that, while not taking the drastic measures that the government is now, belatedly, taking.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/world/coronavirus-world-response.html?searchResultPosition=56,World,"World halts, Quarantines",Nada,Nada,"One after another, countries imposed extraordinary measures as they raced to contain the spread of the coronavirus. Schools were closed and restaurants shuttered. Quarantines were mandated and travel severely limited.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/us/churches-coronavirus-services.html?searchResultPosition=57,U.S,Community Church empty,Nada,Nada,"Across the country, congregations made do on Sunday. As national warnings against large gatherings rose, some churches chose to gather in person anyway. Others buckled down and tried something new.",,
3/15/2020,A,The New York Times,https://www.nytimes.com/2020/03/15/us/coronavirus-newsom-california-seniors-restaurants-bars.html?searchResultPosition=58,U.S,"isolation, elder, vulnerable",Nada,Nada,"isolation at home of all residents 65 years and older; the closure of nightclubs, wineries and bars",,
